LidID;Nafn;Radnumer;LidaTegundID;SyndarLid;Timastimpill;SyndarlidID
18;TUA;NULL;20;0;2000-03-30 11:18:55.853;NULL
19;"Rimar ";A;20;0;2000-03-30 12:24:31.213;NULL
20;UMF Reynir;NULL;21;0;2000-03-30 15:53:33.017;NULL
22;Snæfell;NULL;20;0;2000-03-30 22:01:33.397;NULL
23;Genturnar;1;21;0;2000-03-30 22:01:50.970;NULL
26;Snæfell;A;21;0;2000-03-30 22:09:38.573;NULL
27;Þróttur R;1;20;0;2000-03-30 23:47:16.597;NULL
28;Valur Reyðarfirði;NULL;21;0;2000-03-31 16:10:54.963;NULL
29;Genturnar;2;21;0;2000-04-01 11:18:51.580;NULL
34;Röstin;NULL;21;0;2000-04-02 15:49:57.717;NULL
35;HK;NULL;22;0;2000-04-02 17:32:39.907;NULL
36;UNÞ;NULL;21;0;2000-04-02 18:28:38.687;NULL
37;Honey Bees;NULL;21;0;2000-04-02 20:41:37.507;NULL
38;Broskarlar;NULL;20;0;2000-04-02 20:45:46.567;NULL
39;Sindri;NULL;21;0;2000-04-03 10:12:23.580;NULL
42;Völsungur;A;21;0;2000-04-03 16:37:04.820;NULL
43;Völsungur;B;21;0;2000-04-03 16:47:17.280;NULL
44;Völsungur;C;21;0;2000-04-03 16:54:41.660;NULL
52;ÍK;A;21;0;2000-04-03 19:31:12.143;NULL
53;UNÞ;NULL;20;0;2000-04-03 19:45:00.937;NULL
54;ÍK;B;21;0;2000-04-03 19:58:41.183;NULL
55;Skellur;NULL;21;0;2000-04-03 20:06:50.290;NULL
60;"Óðinn ";NULL;20;0;2000-04-03 22:02:55.483;NULL
61;Óðinn;NULL;22;0;2000-04-03 22:13:16.277;NULL
70;Stjarnan;A;21;0;2000-04-03 22:53:02.457;NULL
71;Þróttur R;2;20;0;2000-04-04 00:23:52.283;NULL
72;Þróttur R;3;20;0;2000-04-04 00:28:54.760;NULL
73;Þróttur R;4;20;0;2000-04-04 00:33:30.577;NULL
75;Völsungur;NULL;20;0;2000-04-04 08:19:20.163;NULL
76;"Völsungur ";NULL;22;0;2000-04-04 08:26:43.083;NULL
79;Rimar;A;21;0;2000-04-04 08:54:33.893;NULL
80;"Rimar ";B;20;0;2000-04-04 09:31:56.940;NULL
84;Lansinn;NULL;21;0;2000-04-04 10:46:13.197;NULL
85;Austri;NULL;21;0;2000-04-04 11:01:31.850;NULL
88;Stjarnan;B;21;0;2000-04-04 11:44:56.493;NULL
89;Bresi;A;21;0;2000-04-04 13:12:29.437;NULL
90;Bresi;B;21;0;2000-04-04 13:44:29.920;NULL
91;Súlur;NULL;21;0;2000-04-04 14:04:21.010;NULL
92;Víkingur R;A;21;0;2000-04-04 14:04:54.150;NULL
93;Rimar;B;21;0;2000-04-04 14:08:04.753;NULL
94;Súlur;NULL;23;0;2000-04-04 14:09:29.153;NULL
95;ÍS;NULL;21;0;2000-04-04 14:37:15.080;NULL
98;Freyjur;NULL;21;0;2000-04-04 15:06:23.113;NULL
102;Freyjur;NULL;23;0;2000-04-04 15:27:19.300;NULL
108;Víkingur Ó;NULL;20;0;2000-04-04 16:16:59.763;NULL
109;Víkingur Ó;NULL;21;0;2000-04-04 16:31:07.173;NULL
110;HK;NULL;21;0;2000-04-04 16:38:14.367;NULL
111;HK;NULL;23;0;2000-04-04 16:44:54.883;NULL
112;Bresi;NULL;23;0;2000-04-04 17:06:37.117;NULL
114;Snæfell;B;21;0;2000-04-04 18:12:37.290;NULL
115;Hvannir;A;21;0;2000-04-04 18:21:34.913;NULL
116;Þróttur N;B;20;0;2000-04-04 18:28:51.720;NULL
118;Þróttur N;A;20;0;2000-04-04 18:38:42.240;NULL
119;Hvannir;B;21;0;2000-04-04 19:01:49.717;NULL
120;Víkingur R;B;21;0;2000-04-04 19:06:30.750;NULL
121;Víkingur R;NULL;23;0;2000-04-04 19:13:27.120;NULL
123;Smellur;NULL;21;0;2000-04-04 19:35:52.363;NULL
124;Óðinn;NULL;21;0;2000-04-04 20:49:54.230;NULL
125;Fylkir;A;21;0;2000-04-04 20:50:48.950;NULL
126;Fylkir;B;21;0;2000-04-04 20:58:46.447;NULL
127;"Skautar ";NULL;20;0;2000-04-04 22:27:12.063;NULL
129;Skautar;NULL;22;0;2000-04-04 22:29:50.453;NULL
131;UMFG;NULL;21;0;2000-04-04 23:01:41.250;NULL
132;Blakendur;NULL;22;0;2000-04-05 08:36:18.053;NULL
135;Þróttur R;1;21;0;2000-04-05 08:46:12.530;NULL
137;Þróttur R;2;21;0;2000-04-05 09:13:52.107;NULL
138;Hamar;NULL;20;0;2000-04-05 09:14:18.223;NULL
139;Þróttur R;NULL;23;0;2000-04-05 09:15:51.277;NULL
140;Hamar;NULL;21;0;2000-04-05 09:26:26.430;NULL
141;Fram;NULL;20;0;2000-04-24 22:30:17.483;NULL
142;ÍS;A;20;0;2000-04-24 22:30:44.380;NULL
143;ÍS;B;20;0;2000-04-24 22:30:54.077;NULL
144;KA;NULL;20;0;2000-04-24 22:31:07.013;NULL
145;Hyrnan;A;20;0;2000-04-24 22:31:15.357;NULL
146;Hyrnan;B;20;0;2000-04-24 22:31:25.230;NULL
147;Hyrnan;NULL;22;0;2000-04-24 22:31:34.203;NULL
148;Bresi;NULL;20;0;2000-04-24 22:31:44.127;NULL
149;Hávörn;NULL;22;0;2000-04-24 22:32:04.577;NULL
151;Eik;NULL;21;0;2000-04-24 22:44:20.603;NULL
152;Eik;NULL;23;0;2000-04-24 22:51:37.260;NULL
153;Skautar;NULL;21;0;2000-04-24 22:51:54.403;NULL
154;Krækjur;A;21;0;2000-04-24 22:52:07.100;NULL
155;Krækjur;B;21;0;2000-04-24 22:52:16.837;NULL
156;Afturelding;NULL;21;0;2000-04-24 22:52:31.157;NULL
166;KA b;NULL;20;0;2001-04-03 12:25:54.443;NULL
167;Prufa;NULL;20;0;2001-04-03 13:34:47.407;NULL
168;Rimar C;NULL;21;0;2001-04-06 08:32:55.070;NULL
169;Þórir Schiöth;NULL;20;0;2001-04-06 21:36:42.660;NULL
170;Höttur;NULL;20;0;2001-04-06 21:46:23.233;NULL
171;Höttur kv;NULL;21;0;2001-04-06 22:02:04.210;NULL
172;Hvannir B;NULL;21;0;2001-04-09 10:43:00.930;NULL
350;Skautar;B;21;0;2001-04-11 14:04:24.663;NULL
351;Hvannir;NULL;21;0;2001-04-11 16:49:19.510;NULL
352;Valur Reyðarfirði;NULL;20;0;2001-04-11 17:24:47.690;NULL
353;Valur Vegag Reyðarfirði;NULL;20;0;2001-04-11 17:27:57.403;NULL
354;Fylkir C;NULL;21;0;2001-04-13 18:18:24.070;NULL
355;Genturnar 2;NULL;21;0;2001-04-14 14:29:34.377;NULL
356;Þróttur N2;NULL;20;0;2001-04-14 16:29:16.700;NULL
357;Blakfélag Reykjavikur;NULL;21;0;2001-04-14 16:56:01.760;NULL
359;Stjarnan;C;21;0;2001-04-14 17:33:28.503;NULL
360;UMFT;NULL;20;0;2001-04-14 20:19:40.083;NULL
361;UMFTa;NULL;21;0;2001-04-14 20:36:13.443;NULL
362;Genturnar 3;NULL;21;0;2001-04-17 10:31:06.990;NULL
363;Dímon;NULL;21;0;2001-04-17 23:37:41.393;NULL
406;Þróttur N;NULL;20;0;2001-04-20 20:25:58.690;NULL
455;KA1;" ";20;0;2001-11-09 17:21:54.670;NULL
456;Skautar B;" ";20;0;2001-11-12 13:12:07.200;NULL
457;Freyjur B;" ";20;0;2001-11-12 13:17:24.890;NULL
458;Súlur, Siglufirði;" ";21;0;2001-11-12 22:03:30.233;NULL
459;UNÞ karlar;" ";20;0;2001-11-14 07:39:46.310;NULL
460;XX noname;" ";20;0;2001-11-14 23:49:00.093;NULL
461;KA;" ";21;0;2001-11-15 23:21:31.310;NULL
462;Eik B;" ";21;0;2001-11-15 23:25:46.717;NULL
463;Freyjur  B;" ";21;0;2001-11-15 23:27:57.000;NULL
464;Skautar A;" ";20;0;2001-11-15 23:29:22.890;NULL
481;Afturelding-C;" ";21;0;2001-11-20 09:34:14.250;NULL
482;Afturelding -2;" ";21;0;2001-11-20 09:37:09.403;NULL
483;NATO;" ";20;0;2001-11-21 08:33:32.480;NULL
484;NATO KK;" ";20;0;2001-11-21 08:34:36.420;NULL
485;NATO Kvk;" ";21;0;2001-11-21 08:35:42.623;NULL
486;NATOkvk;" ";21;0;2001-11-21 08:38:16.560;NULL
495;Fylkir A;" ";21;0;2001-11-22 23:00:46.933;NULL
496;Fylkir B;" ";21;0;2001-11-22 23:05:05.607;NULL
497;108 Reykjavík;" ";21;0;2001-11-22 23:11:53.687;NULL
498;HK;A;21;0;2001-12-05 20:46:23.733;NULL
499;HK;B;21;0;2001-12-05 20:50:44.513;NULL
500;Flugleiðir;2;20;0;2001-12-14 15:05:13.810;NULL
501;Flugleiðir;" ";20;0;2001-12-14 15:05:31.327;NULL
502;HK mfl.;" ";21;0;2001-12-17 09:06:59.560;NULL
503;Dímon;" ";20;0;2001-12-27 10:09:54.780;NULL
504;Bresi;" ";20;0;2001-12-27 11:40:05.700;NULL
505;Hamar;" ";20;0;2001-12-27 11:42:26.483;NULL
506;Hamar;A;20;0;2001-12-27 11:50:24.310;NULL
507;Blakfélag Reykjavíkur;" ";20;0;2001-12-27 11:55:03.093;NULL
508;Blakfélag Reykjavíkur;A;21;0;2001-12-27 11:56:34.733;NULL
509;Blakendur;" ";20;0;2001-12-28 10:24:08.107;NULL
510;Hrunamenn;" ";20;0;2001-12-28 15:37:32.933;NULL
511;Stjarnan B;" ";21;0;2001-12-28 15:40:23.373;NULL
512;HK/KHÍ;" ";20;0;2001-12-28 16:34:52.373;NULL
513;Þríttur 1;1;20;0;2002-01-01 12:31:38.140;NULL
514;Fram;" ";20;0;2002-01-01 15:34:06.593;NULL
515;Hvannir;" ";21;0;2002-01-01 15:41:56.123;NULL
516;UMFA;A;20;0;2002-01-01 15:42:49.123;NULL
517;UMFA;B;21;0;2002-01-01 15:44:27.843;NULL
546;Fylkir mfl;" ";21;0;2002-01-02 20:27:51.937;NULL
583;Bresi A;" ";21;0;2002-02-25 09:55:02.107;NULL
584;Rimar A;" ";20;0;2002-02-26 13:30:24.403;NULL
585;UMF Bolungarvíkur;" ";20;0;2002-02-28 15:49:47.513;NULL
586;Umf Reynir B;" ";21;0;2002-03-01 09:16:46.733;NULL
587;Bresi C;" ";21;0;2002-03-01 09:25:52.043;NULL
588;UMFG B;" ";21;0;2002-03-03 15:35:00.343;NULL
625;Mosöld;" ";20;0;2002-03-05 22:01:20.920;NULL
656;Bresi D;" ";21;0;2002-03-06 21:15:06.107;NULL
657;HLB;NULL;23;0;2002-03-19 15:16:06.590;NULL
658;KA a;NULL;20;0;2002-04-04 15:13:09.310;NULL
659;Súlur-Konur 40 ára og eldri;NULL;23;0;2002-04-09 16:19:12.467;NULL
668;Mosöld A+;NULL;20;0;2002-04-11 20:56:32.140;NULL
669;Mosöld A;NULL;20;0;2002-04-11 21:00:58.170;NULL
670;Afturelding kk A+;NULL;20;0;2002-04-11 22:06:25.327;NULL
671;Afturelding kk A;" ";20;0;2002-04-11 22:11:43.827;NULL
673;Víkingur, R.;NULL;21;0;2002-04-12 14:12:30.077;NULL
674;KA;a;28;0;2002-04-13 08:34:24.170;NULL
675;KA;b;28;0;2002-04-13 08:36:26.483;NULL
676;KA;NULL;29;0;2002-04-13 08:37:31.187;NULL
677;Afturelding;a;28;0;2002-04-13 08:43:31.797;NULL
678;Afturelding;b;28;0;2002-04-13 08:45:53.797;NULL
679;HK;a;28;0;2002-04-13 08:47:28.263;NULL
680;HK;b;29;0;2002-04-13 08:51:00.060;NULL
681;Þróttur N (kk);a;29;0;2002-04-13 08:53:19.810;NULL
682;Þróttur N;b;28;0;2002-04-13 08:54:02.000;NULL
683;Þróttur N;c;28;0;2002-04-13 08:54:48.093;NULL
684;Þróttur N;d;28;0;2002-04-13 08:55:31.683;NULL
685;Þróttur N;e;28;0;2002-04-13 08:56:11.230;NULL
686;Þróttur N;f;28;0;2002-04-13 08:57:26.123;NULL
687;Þróttur N (kvk);a;30;0;2002-04-13 08:59:08.327;NULL
688;Þróttur N (kvk);b;30;0;2002-04-13 08:59:52.170;NULL
689;Þróttur N;a;28;0;2002-04-13 09:00:34.200;NULL
690;Afturelding;NULL;29;0;2002-04-13 09:01:19.183;NULL
691;HK;a;29;0;2002-04-13 09:02:15.980;NULL
692;HK;b;28;0;2002-04-13 09:03:09.013;NULL
693;KA;NULL;33;0;2002-04-13 09:04:45.140;NULL
694;Þróttur N;NULL;33;0;2002-04-13 09:05:38.607;NULL
695;Þróttur R;NULL;35;0;2002-04-13 09:06:26.967;NULL
696;Þróttur N;NULL;35;0;2002-04-13 09:08:00.200;NULL
729;Þróttur N (kk);b;29;0;2002-04-13 10:23:18.077;NULL
762;TUA;NULL;24;0;2002-04-14 09:58:26.700;NULL
763;Steinunn gamla;NULL;20;0;2002-04-15 09:04:05.640;NULL
764;Stjarnan Öðlingar;NULL;23;0;2002-04-15 13:39:56.390;NULL
765;Snæfell;NULL;21;0;2002-04-15 22:52:54.280;NULL
766;Árvakur;" ";20;0;2002-04-16 21:54:11.030;NULL
767;Víkingur;NULL;23;0;2002-04-16 22:38:14.217;NULL
768;Reynir A;NULL;21;0;2002-04-19 18:19:54.717;NULL
853;HISK;NULL;22;0;2002-04-22 11:46:34.653;NULL
854;HISK;" ";22;0;2002-04-22 12:14:03.077;NULL
855;Víkingur;" ";21;0;2002-04-23 22:38:50.467;NULL
856;Víkingur O;" ";21;0;2002-04-23 22:51:47.327;NULL
899;ILSH 1;1;21;0;2002-05-29 15:06:19.390;NULL
900;ILSH  2;" ";21;0;2002-05-29 15:09:29.310;NULL
901;ILSH 3;" ";21;0;2002-05-29 15:09:50.123;NULL
902;Helsingfors&Nylands;" ";21;0;2002-05-29 15:10:32.843;NULL
903;Sentralsjukehuset i Rogaland 1;" ";20;0;2002-05-29 15:10:55.937;NULL
904;Sentralsjukehuset i Rogaland 2;" ";20;0;2002-05-29 15:11:21.357;NULL
905;Sentralsjukehuset i Rogaland 2;6;21;0;2002-05-29 15:12:16.123;NULL
906;Haugesund Sjukehus;" ";20;0;2002-05-29 15:12:36.140;NULL
907;Haugesund Sjukehus;7;21;0;2002-05-29 15:13:01.140;NULL
908;Sentralsjukehuset i Rogaland;" ";20;0;2002-05-29 15:15:33.513;NULL
909;Kronåskameratene;2;20;0;2002-05-29 15:18:48.730;NULL
910;ILSH   2;2;21;0;2002-05-29 16:18:56.230;NULL
911;ILSH  3;3;21;0;2002-05-29 16:20:02.593;NULL
912;ILSH  2;2;21;0;2002-05-29 16:21:14.683;NULL
915;Helsingfors&Nyland;4;21;0;2002-05-29 16:24:44.483;NULL
916;Sentralsjukehuset i Rogaland;5;21;0;2002-05-29 16:25:45.827;NULL
919;Sentralsjukehuset i Rogaland 1;5;21;0;2002-05-29 16:27:31.827;NULL
922;Kronåskamraterna;NULL;20;0;2002-05-29 16:35:36.107;NULL
923;Karsudden;NULL;20;0;2002-05-29 16:36:21.390;NULL
924;UBIL-ULLEVAL;NULL;20;0;2002-05-29 16:37:07.263;NULL
925;ILSH -mix;NULL;40;0;2002-05-29 16:40:52.123;NULL
926;ASA BIL;NULL;40;0;2002-05-29 16:41:34.047;NULL
927;Sentralsjukehuset i Rogaland;1;40;0;2002-05-29 16:42:34.327;NULL
928;Sentralsjukehuset i Rogaland;2;40;0;2002-05-29 16:43:47.590;NULL
929;Helsingfors&Nylands;NULL;40;0;2002-05-29 16:44:55.153;NULL
930;Sykehuset Östfold Fredrikstad;NULL;40;0;2002-05-29 16:46:07.560;NULL
931;UBIL-ULLEVAL;NULL;40;0;2002-05-29 16:46:45.390;NULL
932;Kronåskamraterna;NULL;40;0;2002-05-29 16:47:57.500;NULL
933;Oss Bil- Oppland Lillehammer;NULL;40;0;2002-05-29 16:48:50.030;NULL
934;Lasarettets Karlkrona;NULL;40;0;2002-05-29 16:49:30.547;NULL
935;Kuggarna;NULL;40;0;2002-05-29 16:50:00.200;NULL
936;Haugesund sjukehus;1;40;0;2002-05-29 16:50:36.780;NULL
937;Haugesund sjukehus;2;40;0;2002-05-29 16:51:09.217;NULL
938;Aker sykehus;NULL;40;0;2002-05-29 16:51:39.013;NULL
939;Karsudden;NULL;40;0;2002-05-29 16:52:10.560;NULL
955;ILSH;1;39;0;2002-05-29 17:19:30.623;NULL
956;ILSH;2;39;0;2002-05-29 17:20:03.263;NULL
957;ILSH;3;39;0;2002-05-29 17:20:32.640;NULL
958;Helsingfors & Nylands;NULL;39;0;2002-05-29 17:21:46.217;NULL
959;Sentralsjukehuset i Rogaland;1;39;0;2002-05-29 17:22:52.343;NULL
960;Sentralsjukehuset i Rogaland;2;39;0;2002-05-29 17:23:24.467;NULL
961;Haugesund Sjukehus;NULL;39;0;2002-05-29 17:24:26.200;NULL
1008;BLÍ;NULL;40;0;2002-09-18 13:32:37.700;NULL
1009;HK;" ";39;0;2002-09-24 16:57:52.607;NULL
1010;Þróttur N.;" ";39;0;2002-09-24 16:58:27.357;NULL
1011;Þróttur R.;" ";39;0;2002-09-24 16:58:45.530;NULL
1012;HK;1;38;0;2002-09-24 17:03:53.733;NULL
1013;Stjarnan;" ";38;0;2002-09-24 17:04:14.577;NULL
1014;Þróttur R. 1;" ";38;0;2002-09-24 17:05:08.467;NULL
1015;Þróttur R. 2;" ";38;0;2002-09-24 17:05:23.840;NULL
1016;"ÍS ";" ";38;0;2002-09-24 17:05:52.450;NULL
1017;Hamar 1;" ";38;0;2002-09-24 17:06:19.403;NULL
1018;Þróttur Nesk;NULL;39;0;2002-09-24 21:14:11.683;NULL
1019;Þróttur R;NULL;38;0;2002-09-25 17:29:59.983;NULL
1020;Þróttur R;2;38;0;2002-09-25 17:34:50.937;NULL
1021;Stjarnan;NULL;38;0;2002-09-25 17:36:18.920;NULL
1022;HK;NULL;38;0;2002-09-25 17:37:28.780;NULL
1023;ÍS;NULL;38;0;2002-09-25 17:38:09.983;NULL
1024;Hamar;NULL;38;0;2002-09-25 17:39:15.513;NULL
1031;NATO;NULL;38;0;2002-10-02 21:07:19.857;NULL
1032;KA;NULL;39;0;2002-10-23 16:34:07.983;NULL
1033;HK;NULL;39;0;2002-10-23 18:48:12.513;NULL
1034;Fylkir;NULL;39;0;2002-10-23 18:50:45.827;NULL
1040;Fylkir mfl.kv,;NULL;39;0;2002-10-23 18:52:24.903;NULL
1041;Nato;NULL;39;0;2002-10-23 18:53:34.873;NULL
1042;Víkingur Ó  - A;NULL;21;0;2002-11-04 09:30:58.280;NULL
1043;Víkingur Ó - B;NULL;21;0;2002-11-04 09:32:25.310;NULL
1044;Súlur;A;39;0;2002-11-04 19:36:32.060;NULL
1045;Súlur;B;39;0;2002-11-04 19:44:12.920;NULL
1046;KA;a;30;0;2002-11-05 09:37:13.077;NULL
1047;Reynir B;NULL;39;0;2002-11-05 14:35:56.013;NULL
1048;KA;NULL;32;0;2002-11-06 08:06:11.717;NULL
1049;Hamar;NULL;39;0;2002-11-06 17:29:28.200;NULL
1050;Thule;NULL;20;0;2002-11-06 19:56:18.623;NULL
1070;Þróttur N;NULL;32;0;2002-11-07 17:21:42.967;NULL
1071;Þróttur N;a;35;0;2002-11-07 17:23:09.123;NULL
1072;Þróttur N;b;35;0;2002-11-07 17:23:57.873;NULL
1073;Þróttur Nes;NULL;21;0;2002-11-07 20:58:16.843;NULL
1074;Þróttur N kvk;a;32;0;2002-11-08 11:22:14.033;NULL
1083;Völsungur öðlingar;NULL;23;0;2002-11-11 11:30:33.860;NULL
1084;Ka b;1;39;0;2002-11-12 15:12:51.860;NULL
1085;Öðlingar;1;38;0;2002-11-12 15:22:40.550;NULL
1086;H-Fleygur;NULL;38;0;2002-11-12 21:50:48.690;NULL
1087;Skautar A;NULL;39;0;2002-11-13 00:29:06.300;NULL
1088;Skautar B;NULL;21;0;2002-11-13 00:38:39.017;NULL
1089;Freyjur;A;21;0;2002-11-13 16:21:06.847;NULL
1106;"Laugabland ";" ";40;0;2002-11-13 22:21:31.683;NULL
1127;Platlið (101);A;38;0;2002-11-14 15:07:17.913;NULL
1130;Súlur;C;21;0;2002-11-14 15:19:42.070;NULL
1161;"A1                                      ";NULL;20;1;2002-11-14 16:19:26.313;1161
1162;"A2                                      ";NULL;20;1;2002-11-14 16:19:26.423;1162
1163;"A3                                      ";NULL;20;1;2002-11-14 16:19:26.453;1163
1164;"A4                                      ";NULL;20;1;2002-11-14 16:19:26.500;1164
1165;"A5                                      ";NULL;20;1;2002-11-14 16:19:26.563;1165
1166;"B1                                      ";NULL;20;1;2002-11-14 16:19:26.627;1166
1167;"B2                                      ";NULL;20;1;2002-11-14 16:19:26.673;1167
1168;"B3                                      ";NULL;20;1;2002-11-14 16:19:26.720;1168
1169;"B4                                      ";NULL;20;1;2002-11-14 16:19:26.783;1169
1170;"B5                                      ";NULL;20;1;2002-11-14 16:19:26.813;1170
1171;KMK;4;21;0;2002-12-19 16:45:55.870;NULL
1172;Kristín Sævarsdóttir;NULL;21;0;2002-12-30 16:16:59.113;NULL
1173;KMK 4;NULL;21;0;2002-12-30 16:23:04.913;NULL
1174;Víkingur;2;23;0;2003-01-02 17:52:08.937;NULL
1175;KMK;NULL;21;0;2003-01-02 17:55:50.737;NULL
1176;Afturelding;NULL;20;0;2003-01-02 18:00:37.127;NULL
1195;HK 4.fl. drengir;NULL;21;0;2003-01-02 18:19:41.380;NULL
1196;UNÞ-karlar;NULL;38;0;2003-01-05 23:48:58.897;NULL
1197;Óðinn;NULL;38;0;2003-01-08 15:52:33.153;NULL
1198;Laugaland;NULL;21;0;2003-01-16 22:41:54.097;NULL
1199;Laugaland;NULL;20;0;2003-01-16 22:43:52.133;NULL
1203;Víkingur Ólafsvík;NULL;39;0;2003-01-17 11:35:28.680;NULL
1204;Dímon;NULL;20;0;2003-01-22 20:31:26.200;NULL
1205;Fleygur;NULL;20;0;2003-01-23 23:21:21.170;NULL
1206;umfg;NULL;39;0;2003-02-20 11:53:32.500;NULL
1207;Víkingur-A-R-vík;NULL;23;0;2003-02-28 00:44:21.077;NULL
1208;Víkingur-Rvík;NULL;23;0;2003-02-28 00:45:20.467;NULL
1209;Þróttur Nesk. A;NULL;21;0;2003-03-04 19:02:26.623;NULL
1210;Skellur 2;NULL;21;0;2003-03-04 20:05:52.233;NULL
1211;UMFG B;NULL;39;0;2003-03-05 08:30:22.687;NULL
1254;Víkingur Ólafsvík A;NULL;39;0;2003-03-13 11:30:20.217;NULL
1255;Hrunamenn;NULL;38;0;2003-03-15 17:45:19.187;NULL
1256;Þróttur Rvk;NULL;21;0;2003-03-20 09:32:01.200;NULL
1261;Garpur (Laugaland);NULL;39;0;2003-03-27 12:00:28.903;NULL
1262;Garpur (Laugaland);NULL;20;0;2003-03-27 16:26:59.107;NULL
1263;BR;NULL;21;0;2003-03-28 15:13:30.170;NULL
1264;Stuðboltastelpur;NULL;21;0;2003-03-31 21:55:46.840;NULL
1272;Þróttur N 1;NULL;20;0;2003-04-01 15:27:59.077;NULL
1329;Þróttur R;NULL;28;0;2003-04-05 21:54:58.937;NULL
1332;Lansinn;1;20;0;2003-04-05 23:48:36.420;NULL
1333;Lansinn;0;20;0;2003-04-05 23:49:02.467;NULL
1334;Lansinn;" ";20;0;2003-04-05 23:49:28.797;NULL
1335;Saman safn;NULL;20;0;2003-04-09 12:22:15.043;NULL
1336;Afturelding- 4. fl. blandaður;NULL;31;0;2003-04-09 13:11:11.717;NULL
1377;HVIK;NULL;23;0;2003-04-22 12:40:23.797;NULL
1381;"B1                                      ";NULL;22;1;2003-04-23 14:34:49.030;1381
1384;Glófi;a;28;0;2003-04-26 17:33:46.200;NULL
1386;Glófi -;b;28;0;2003-04-26 17:41:56.733;NULL
1387;Glófi -;c;28;0;2003-04-26 17:44:35.123;NULL
1388;KA -;a;43;0;2003-04-26 18:08:22.747;NULL
1389;KA -;b;43;0;2003-04-26 18:10:36.903;NULL
1390;KA -;c;43;0;2003-04-26 18:12:42.043;NULL
1391;KA -;d;43;0;2003-04-26 18:13:31.170;NULL
1392;Glófi -;a;43;0;2003-04-26 18:15:18.263;NULL
1393;Glófi -;b;43;0;2003-04-26 18:16:38.043;NULL
1394;Glófi -;c;43;0;2003-04-26 18:17:38.703;NULL
1395;B-United;NULL;39;0;2003-10-03 18:07:58.780;NULL
1431;"A1                                      ";NULL;38;1;2003-10-09 16:41:21.030;1431
1432;"A2                                      ";NULL;38;1;2003-10-09 16:41:21.547;1432
