MotID;LidID;EinstID;Timastimpill
1;27;524;2001-02-09 19:49:31.820
1;37;634;2001-02-09 19:49:31.820
1;39;472;2001-02-09 19:49:31.820
1;52;246;2001-02-09 19:49:31.820
1;53;80;2001-02-09 19:49:31.820
1;54;175;2001-02-09 19:49:31.820
1;55;202;2001-02-09 19:49:31.820
1;60;531;2001-02-09 19:49:31.820
1;61;455;2001-02-09 19:49:31.820
1;71;453;2001-02-09 19:49:31.820
1;72;162;2001-02-09 19:49:31.820
1;73;479;2001-02-09 19:49:31.820
1;79;306;2001-02-09 19:49:31.820
1;85;285;2001-02-09 19:49:31.820
1;89;85;2001-02-09 19:49:31.820
1;91;30;2001-02-09 19:49:31.820
1;91;182;2001-02-09 19:49:31.820
1;93;313;2001-02-09 19:49:31.820
1;95;416;2001-02-09 19:49:31.820
1;98;622;2001-02-09 19:49:31.820
1;102;282;2001-02-09 19:49:31.820
1;110;527;2001-02-09 19:49:31.820
1;111;579;2001-02-09 19:49:31.820
1;112;139;2001-02-09 19:49:31.820
1;115;108;2001-02-09 19:49:31.820
1;119;355;2001-02-09 19:49:31.820
1;123;210;2001-02-09 19:49:31.820
1;125;112;2001-02-09 19:49:31.820
1;126;597;2001-02-09 19:49:31.820
1;127;473;2001-02-09 19:49:31.820
1;144;544;2001-02-09 19:49:31.820
1;149;361;2001-02-09 19:49:31.820
1;153;75;2001-02-09 19:49:31.820
2;19;554;2001-04-27 23:12:31.553
2;27;453;2001-04-26 11:21:59.913
2;36;368;2001-04-07 21:39:25.937
2;37;634;2001-04-07 14:44:21.233
2;38;172;2001-04-07 14:58:49.563
2;39;365;2001-04-05 10:00:51.803
2;42;445;2001-04-17 12:25:24.620
2;52;246;2001-04-13 14:43:08.660
2;53;19;2001-04-16 20:54:08.637
2;54;175;2001-04-13 14:59:24.077
2;55;202;2001-04-06 15:44:45.283
2;61;455;2001-04-14 22:19:35.637
2;72;162;2001-04-26 23:18:57.190
2;73;479;2001-04-10 09:14:43.970
2;79;306;2001-04-04 14:57:42.610
2;85;264;2001-04-25 13:35:04.540
2;89;397;2001-04-10 09:14:40.833
2;90;242;2001-04-10 09:31:45.597
2;93;461;2001-04-07 19:44:32.520
2;94;875;2001-04-17 16:19:43.563
2;98;599;2001-04-11 22:53:17.303
2;102;282;2001-04-11 22:31:11.487
2;112;139;2001-04-10 09:17:23.877
2;118;588;2001-04-14 16:11:59.160
2;125;112;2001-04-13 18:02:16.377
2;126;415;2001-04-13 18:12:34.990
2;127;345;2001-04-25 18:18:20.333
2;145;805;2001-04-14 16:59:51.193
2;148;343;2001-04-26 19:14:33.117
2;168;729;2001-04-07 19:58:00.810
2;351;380;2001-04-11 17:06:52.670
2;352;883;2001-04-17 21:16:45.680
2;354;597;2001-04-13 18:35:58.833
2;356;114;2001-04-14 16:35:02.410
2;360;818;2001-04-25 11:24:15.267
2;361;826;2001-04-26 00:04:14.750
2;363;889;2001-04-17 23:41:23.110
2;363;894;2001-04-19 09:57:25.577
2;406;908;2001-04-20 20:28:08.700
3;27;453;2001-04-10 11:35:18.743
3;71;479;2001-04-10 11:24:55.063
3;125;112;2001-03-30 12:26:22.160
6;19;554;2001-11-13 09:55:32.640
6;60;531;2001-11-13 13:14:11.357
6;72;178;2001-12-11 19:03:30.623
6;79;306;2001-11-15 09:55:48.810
6;98;599;2001-11-12 13:15:11.500
6;125;112;2001-11-07 10:59:41.030
7;27;453;2001-12-11 19:12:52.327
7;71;6;2001-12-11 19:12:25.983
7;72;493;2001-12-11 19:09:44.450
7;110;527;2001-11-16 11:18:59.183
7;351;380;2001-11-21 10:24:09.483
8;27;524;2002-01-01 12:39:48.670
8;52;246;2001-12-18 10:11:02.593
8;54;175;2001-12-18 10:18:37.247
8;73;479;2002-01-01 12:41:34.903
8;90;242;2001-12-18 09:00:16.733
8;112;139;2001-12-18 08:51:43.123
11;52;246;2002-02-27 16:28:51.280
11;54;175;2002-03-02 12:54:19.200
11;71;453;2002-03-03 17:48:11.183
11;354;597;2002-03-01 20:57:39.717
11;583;397;2002-02-28 16:09:13.107
14;71;453;2002-04-16 13:02:44.700
14;72;162;2002-04-16 13:04:08.013
15;23;143;2002-03-29 22:15:59.890
15;27;621;2002-05-01 11:06:39.357
15;29;851;2002-03-29 22:09:10.187
15;34;169;2002-04-15 13:28:31.000
15;37;634;2002-03-07 21:34:39.700
15;38;172;2002-04-02 08:11:50.343
15;39;1034;2002-04-05 09:48:51.810
15;43;869;2002-04-15 23:39:17.843
15;44;485;2002-04-14 15:48:11.810
15;52;246;2002-03-20 11:02:45.810
15;54;175;2002-03-20 11:05:07.543
15;60;209;2002-04-08 22:19:40.343
15;61;455;2002-04-08 22:02:40.420
15;71;453;2002-03-19 13:09:51.123
15;72;162;2002-03-27 12:01:14.607
15;73;217;2002-05-01 11:19:06.123
15;85;533;2002-04-11 19:50:37.560
15;89;397;2002-05-02 10:48:31.653
15;94;715;2002-04-09 16:33:06.373
15;108;506;2002-04-12 12:47:19.730
15;109;269;2002-04-12 12:35:34.763
15;111;579;2002-05-03 10:49:18.437
15;112;139;2002-04-09 09:39:04.280
15;118;487;2002-04-29 12:36:25.950
15;125;112;2002-04-29 08:43:11.217
15;125;472;2002-04-26 08:14:16.297
15;126;1151;2002-04-29 08:46:54.077
15;129;413;2002-04-23 23:07:54.530
15;132;70;2002-04-24 09:47:25.373
15;132;327;2002-04-24 10:20:13.547
15;138;177;2002-04-19 09:25:46.233
15;140;153;2002-04-15 15:35:35.950
15;148;343;2002-04-16 19:57:47.280
15;152;228;2002-04-26 10:23:34.153
15;166;337;2002-04-05 14:16:59.327
15;170;1187;2002-05-07 22:07:32.547
15;171;894;2002-05-01 14:54:27.700
15;351;380;2002-04-12 09:48:46.327
15;352;878;2002-04-25 20:07:47.857
15;354;597;2002-04-29 08:48:38.043
15;354;782;2002-04-26 08:29:35.450
15;360;818;2002-04-07 20:49:51.093
15;361;826;2002-04-07 21:00:44.513
15;458;1056;2002-04-09 17:11:20.373
15;458;1057;2002-04-09 17:12:31.763
15;459;513;2002-04-13 18:57:35.687
15;464;345;2002-04-23 23:30:48.467
15;587;242;2002-05-02 13:29:32.607
15;658;905;2002-04-05 14:19:50.200
15;766;1198;2002-05-08 11:26:59.950
15;853;19;2002-05-04 19:22:29.170
17;676;1083;2002-04-13 08:41:17.200
17;685;185;2002-04-13 08:56:58.827
17;693;1087;2002-04-13 23:44:43.513
22;79;1245;2002-11-08 10:35:44.810
22;93;461;2002-11-08 10:48:22.833
22;168;726;2002-11-08 11:01:55.050
22;658;905;2002-11-04 19:46:40.233
22;1044;251;2002-11-05 21:25:07.733
22;1088;47;2002-11-13 00:40:19.550
24;1019;752;2002-11-05 22:26:05.623
25;1019;524;2002-11-13 13:25:42.253
25;1021;54;2002-10-11 20:14:10.653
26;52;175;2002-11-12 14:55:19.143
26;52;246;2002-11-12 14:55:14.737
26;89;397;2002-11-07 13:19:35.827
26;351;380;2002-11-13 17:28:39.613
26;587;242;2002-11-07 13:30:54.093
27;674;1083;2002-11-06 08:08:53.483
27;676;1083;2002-11-04 13:02:57.857
27;681;1026;2002-11-07 17:18:31.590
27;682;143;2002-11-07 17:10:34.060
27;683;189;2002-11-07 17:11:40.340
27;684;1240;2002-11-07 17:13:56.233
27;685;1241;2002-11-07 17:15:07.903
27;687;1026;2002-11-07 17:16:33.310
27;688;1026;2002-11-07 17:17:32.373
27;689;852;2002-11-07 17:09:16.433
27;1070;1153;2002-11-07 17:22:23.467
27;1071;1153;2002-11-07 17:23:34.653
27;1072;1153;2002-11-07 17:24:25.733
28;85;533;2003-01-09 08:26:07.853
28;1196;513;2003-01-06 00:18:36.013
28;1197;455;2003-01-08 15:57:53.960
29;27;750;2002-12-30 23:29:44.640
29;52;246;2002-12-23 10:52:38.297
29;54;175;2002-12-23 10:55:12.013
29;71;178;2002-12-30 23:33:40.733
29;72;178;2002-12-30 23:35:36.780
29;125;1251;2003-01-02 12:41:25.253
29;126;1150;2002-12-30 02:52:20.873
29;132;70;2002-12-26 22:16:58.377
29;132;327;2002-12-26 22:16:58.377
29;351;380;2002-12-28 11:58:45.727
29;354;335;2003-01-02 12:36:22.280
29;363;894;2002-12-30 23:31:44.890
29;1176;1202;2003-01-02 18:02:15.097
31;363;894;2003-03-27 11:41:16.623
31;363;1266;2003-03-27 11:39:25.390
31;510;1004;2003-03-11 11:05:19.437
31;1019;630;2003-04-02 10:18:11.513
31;1176;1202;2003-04-02 15:31:38.280
32;52;246;2003-01-17 14:28:27.747
32;54;175;2003-01-20 15:31:51.623
32;363;894;2003-01-22 11:24:58.870
32;1205;1283;2003-01-24 14:43:22.330
33;52;246;2003-02-26 16:07:00.123
33;54;175;2003-02-26 16:13:52.123
33;363;1266;2003-03-03 13:32:15.810
33;1049;153;2003-03-07 09:19:03.233
34;39;472;2003-04-27 14:20:00.890
34;52;246;2003-03-20 16:51:51.700
34;53;513;2003-03-27 23:35:10.340
34;54;175;2003-03-20 16:53:58.560
34;55;447;2003-03-31 13:18:26.937
34;60;1050;2003-04-01 07:46:18.730
34;61;455;2003-04-01 07:51:09.780
34;79;1245;2003-03-31 11:20:23.123
34;85;285;2003-03-26 21:53:18.217
34;89;397;2003-04-29 12:12:17.950
34;90;85;2003-04-29 12:13:27.983
34;93;461;2003-03-31 11:26:48.890
34;95;174;2003-04-15 07:41:00.810
34;118;1153;2003-04-01 15:05:30.030
34;138;177;2003-04-01 16:25:37.607
34;140;153;2003-04-01 16:40:36.217
34;148;343;2003-04-29 12:10:56.763
34;153;47;2003-03-26 13:32:02.123
34;154;158;2003-03-31 22:25:12.797
34;170;1187;2003-03-24 16:25:19.340
34;171;1316;2003-03-24 16:39:48.483
34;351;380;2003-04-01 11:06:10.357
34;352;1416;2003-04-23 16:00:19.857
34;356;588;2003-04-01 15:48:50.280
34;363;1266;2003-04-13 12:49:20.497
34;512;291;2003-04-15 15:56:30.983
34;1014;453;2003-04-25 14:37:10.560
34;1015;453;2003-04-25 14:48:48.310
34;1073;1026;2003-04-03 08:56:23.670
34;1088;47;2003-03-26 13:35:12.593
34;1209;1026;2003-03-04 19:05:12.903
34;1255;1004;2003-03-15 17:50:25.733
34;1264;1364;2003-04-01 14:31:10.043
34;1272;439;2003-04-01 15:32:27.000
34;1377;579;2003-04-23 08:53:08.153
35;127;473;2003-03-13 20:48:17.793
35;145;797;2003-03-14 16:25:06.543
35;658;905;2003-03-10 16:44:23.717
36;671;1202;2003-04-08 03:08:54.297
38;1049;153;2003-03-20 13:47:19.607
39;23;143;2003-02-07 17:32:16.403
39;38;172;2003-02-07 17:47:07.247
39;85;533;2003-02-07 17:35:55.107
39;170;1187;2003-02-07 17:45:37.153
39;171;894;2003-02-07 17:41:56.843
39;356;1153;2003-02-07 17:42:22.217
40;676;1083;2003-04-03 20:26:10.140
40;682;143;2003-04-08 21:01:44.717
40;683;189;2003-04-08 21:02:59.340
40;687;1026;2003-04-08 21:04:30.780
40;689;852;2003-04-08 21:00:40.500
43;156;265;2003-11-11 19:19:00.687
43;1460;724;2003-11-04 14:03:45.547
44;61;455;2003-11-25 18:26:04.733
44;71;630;2003-11-16 17:40:39.480
44;93;130;2003-11-25 09:05:19.170
44;170;1187;2003-11-16 13:04:53.187
44;171;1316;2003-11-16 13:10:11.937
44;458;231;2003-11-24 21:59:04.343
44;463;282;2003-11-25 13:26:38.717
44;671;1202;2003-11-13 01:20:36.013
44;1470;993;2003-11-25 16:28:13.717
45;72;178;2003-10-03 18:29:57.280
46;1010;1153;2003-10-10 16:15:05.560
46;1011;1370;2003-10-10 16:10:30.890
46;1019;185;2003-10-09 14:04:31.653
46;1021;54;2003-10-09 14:12:10.233
46;1033;54;2003-10-10 16:07:20.827
46;1049;153;2003-10-25 17:59:45.623
47;79;130;2004-03-25 09:43:38.623
47;93;461;2004-03-25 09:49:47.187
47;458;1469;2004-03-24 20:01:17.937
48;27;621;2003-12-30 08:30:13.810
48;54;175;2003-12-29 14:34:17.857
48;132;70;2003-12-27 15:24:00.700
48;510;1004;2003-12-21 13:24:12.450
48;510;1009;2003-12-21 12:53:00.577
48;763;1330;2003-12-19 17:11:11.090
48;1049;153;2003-12-29 16:24:04.030
48;1499;1457;2003-12-30 14:44:11.263
49;463;282;2004-01-06 20:30:35.530
49;1197;455;2004-01-06 17:39:15.530
50;1049;153;2004-01-19 11:53:19.717
53;54;175;2004-03-03 13:28:55.577
53;658;905;2004-02-16 14:37:26.030
53;1255;997;2004-02-17 12:33:08.247
53;1255;1009;2004-02-17 12:32:29.077
53;1616;421;2004-03-03 13:28:42.263
54;27;621;2004-03-21 15:15:35.140
54;37;1299;2004-03-24 21:59:55.953
54;39;1034;2004-03-30 10:41:08.437
54;52;246;2004-03-31 14:34:09.593
54;54;175;2004-03-31 14:38:15.577
54;55;237;2004-03-29 10:56:33.950
54;61;455;2004-03-31 15:31:06.700
54;71;1022;2004-03-21 15:24:47.577
54;79;130;2004-04-01 13:20:04.403
54;93;461;2004-04-01 13:26:08.043
54;95;174;2004-03-24 15:16:51.890
54;102;282;2004-03-31 15:08:47.200
54;118;1153;2004-03-30 22:03:42.280
54;170;1321;2004-03-27 14:54:55.247
54;170;1322;2004-03-27 14:54:39.983
54;171;1316;2004-03-27 15:02:47.530
54;360;818;2004-03-31 22:05:51.840
54;361;825;2004-03-31 22:28:18.157
54;505;177;2004-04-14 00:06:01.420
54;658;544;2004-03-30 11:34:46.263
54;763;1330;2004-03-30 19:57:28.857
54;768;486;2004-03-23 22:25:30.670
54;856;127;2004-03-30 16:56:40.310
54;1088;47;2004-03-30 22:33:37.543
54;1176;1202;2004-03-09 01:18:04.280
54;1255;528;2004-03-19 15:31:10.997
54;1255;1005;2004-03-19 15:30:55.733
54;1471;544;2004-03-30 11:25:52.310
54;1693;812;2004-04-01 15:07:03.233
55;1014;630;2004-03-31 10:04:39.030
55;1049;153;2004-03-19 08:26:50.827
55;1255;1001;2004-03-28 19:29:20.577
55;1255;1004;2004-03-28 19:28:20.403
55;1435;162;2004-03-30 14:01:44.263
56;39;1034;2004-03-23 09:35:41.357
56;54;175;2004-03-24 11:20:30.390
56;71;1022;2004-03-24 18:28:47.543
56;360;1044;2004-03-21 16:01:07.200
56;1014;630;2004-03-15 16:32:43.090
56;1255;1004;2004-03-22 15:01:45.077
56;1435;1202;2004-03-09 00:12:08.077
58;1616;1308;2004-03-17 13:34:10.703
59;71;6;2004-09-22 18:59:40.407
59;1010;1153;2004-09-22 21:47:47.590
59;1011;1370;2004-09-09 12:25:12.013
59;1019;185;2004-09-09 12:22:14.437
59;1021;54;2004-09-16 09:28:50.653
59;1022;689;2004-08-18 14:14:55.403
61;1744;965;2004-08-23 13:12:21.920
61;1752;1583;2004-08-30 09:32:43.857
61;1760;1436;2004-09-01 18:51:33.560
63;27;621;2004-11-17 22:02:02.230
63;39;1632;2004-11-16 08:48:10.050
64;1010;1153;2004-09-30 18:06:57.513
64;1011;1370;2004-09-30 18:05:48.590
64;1019;185;2004-09-30 17:48:51.610
64;1021;54;2004-09-30 17:46:13.357
64;1022;689;2004-09-30 17:43:18.060
65;27;621;2004-10-19 23:12:25.247
65;71;6;2004-10-19 23:18:09.950
65;110;245;2004-10-20 09:59:31.857
65;1255;1004;2004-10-21 00:04:15.763
65;1579;293;2004-10-20 22:46:51.793
65;1616;421;2004-10-15 13:29:59.373
66;61;455;2004-11-09 23:08:40.940
66;79;130;2004-11-16 12:55:19.430
66;79;723;2004-11-18 08:58:15.790
66;93;729;2004-11-19 09:19:58.823
66;463;282;2004-11-15 22:07:12.720
66;1014;630;2004-11-07 19:16:16.953
66;1015;961;2004-11-15 23:07:00.540
66;1089;475;2004-11-15 21:52:54.337
66;1457;545;2004-11-17 12:11:10.777
66;1457;678;2004-11-17 12:07:39.930
66;1867;204;2004-11-17 21:41:32.493
67;27;621;2004-11-03 21:04:35.160
67;360;1044;2004-11-02 22:20:25.423
67;1460;724;2004-11-01 16:40:00.357
67;1616;1308;2004-11-03 14:54:13.190
68;22;1236;2005-04-19 10:45:08.420
68;37;1299;2005-04-04 09:16:22.810
68;39;365;2005-04-04 09:15:05.560
68;55;237;2005-04-04 08:34:50.153
68;61;455;2005-04-05 15:53:26.843
68;79;130;2005-04-04 21:21:29.357
68;90;85;2005-03-23 09:36:09.323
68;93;130;2005-04-04 21:33:49.700
68;95;1884;2005-04-19 08:33:30.780
68;129;936;2005-04-20 23:42:29.140
68;132;1848;2005-04-12 22:31:25.357
68;140;153;2005-03-11 13:49:50.760
68;156;1074;2005-04-19 11:02:32.217
68;170;1320;2005-04-03 22:45:21.340
68;171;1159;2005-04-03 22:59:51.937
68;351;31;2005-04-03 22:03:49.983
68;351;421;2005-04-03 22:05:16.450
68;361;1383;2005-03-31 23:14:49.593
68;459;80;2005-04-04 22:00:05.030
68;463;282;2005-04-06 12:36:58.093
68;482;691;2005-04-19 11:03:09.327
68;498;245;2005-04-18 14:26:00.153
68;499;579;2005-04-08 10:35:30.077
68;505;177;2005-03-11 13:43:35.277
68;510;1004;2005-03-08 17:48:49.463
68;510;1645;2005-03-08 17:49:04.603
68;658;544;2005-03-07 23:42:10.730
68;856;127;2005-04-05 13:20:06.653
68;1014;453;2005-03-27 23:38:14.233
68;1015;322;2005-03-27 23:42:43.327
68;1015;393;2005-03-27 23:44:20.153
68;1089;475;2005-04-06 12:40:14.780
68;1175;1495;2005-04-10 19:33:09.483
68;1395;1611;2005-04-19 14:13:01.013
68;1689;642;2005-04-18 23:49:03.250
68;1693;993;2005-03-30 08:43:06.577
68;1839;128;2005-04-04 08:26:56.250
68;1954;1823;2005-04-09 11:02:20.967
68;2184;1745;2005-03-17 08:03:19.870
68;2227;1768;2005-03-29 14:03:03.560
68;2239;1794;2005-04-04 15:31:24.717
68;2243;1366;2005-04-05 18:15:02.640
69;39;537;2005-01-27 08:07:31.637
69;39;1632;2005-01-27 08:07:40.340
69;1019;630;2005-01-21 08:37:44.870
69;1049;153;2005-01-26 14:07:21.027
69;1086;1283;2005-01-25 21:45:59.730
69;1175;1495;2005-01-20 14:32:43.150
69;1205;1280;2005-01-25 21:39:21.493
69;1255;1004;2005-01-26 23:04:37.480
70;27;630;2005-03-02 00:53:48.980
70;95;1082;2005-03-02 11:34:32.027
70;156;1708;2005-02-28 08:47:26.713
70;360;1044;2005-02-27 17:41:24.027
70;482;1708;2005-02-28 08:52:51.040
70;498;245;2005-03-02 09:27:26.430
70;498;329;2005-03-02 09:27:33.340
70;499;1154;2005-03-02 09:34:35.290
70;1255;1004;2005-02-24 19:43:59.120
70;1675;354;2005-02-23 15:41:31.057
71;79;723;2005-01-06 11:21:28.870
71;79;729;2005-01-06 11:22:14.230
71;93;728;2005-01-06 11:24:31.497
71;1087;1112;2005-01-04 20:29:42.370
72;27;621;2005-01-02 16:50:11.243
72;126;112;2005-01-07 09:08:54.057
72;132;440;2004-12-28 21:01:08.137
72;763;1330;2004-12-29 15:43:07.823
72;1015;630;2005-01-04 22:27:51.290
72;1024;177;2005-01-04 09:12:09.090
72;1049;153;2005-01-04 09:09:21.463
72;1255;1004;2005-01-02 21:26:03.307
73;115;31;2005-02-16 22:46:42.917
73;115;421;2005-02-16 22:46:21.963
73;360;1044;2005-02-16 21:43:41.980
73;1616;129;2005-02-16 21:38:14.510
73;1616;1308;2005-02-16 21:38:35.557
75;90;85;2005-03-14 09:57:18.447
75;360;1044;2005-03-16 20:11:06.323
75;1020;630;2005-03-16 02:01:15.637
75;1255;1004;2005-03-12 16:58:07.323
75;2130;1495;2005-03-11 15:23:57.243
75;2131;1601;2005-03-11 15:25:32.277
77;79;723;2005-03-29 21:19:57.937
77;79;729;2005-03-29 21:22:10.887
77;93;728;2005-03-29 21:24:51.123
77;93;1245;2005-03-29 21:25:05.873
77;1469;80;2005-03-29 13:24:15.590
78;90;85;2005-03-30 23:21:09.623
78;140;153;2005-03-17 09:37:46.730
78;505;177;2005-03-17 09:38:35.900
78;1019;630;2005-03-30 18:50:23.327
78;1255;1004;2005-03-29 23:57:30.280
78;1616;31;2005-03-30 20:05:59.310
78;1616;421;2005-03-30 20:06:29.733
80;2342;335;2005-07-01 14:52:26.497
80;2344;1677;2005-06-22 12:32:10.343
80;2346;76;2005-06-22 12:44:37.560
80;2346;1912;2005-06-22 12:43:31.500
80;2358;361;2005-06-29 10:10:31.763
81;108;506;2006-02-07 14:49:19.653
81;1675;354;2006-02-03 12:51:52.060
81;2457;1984;2006-02-10 23:01:04.403
82;93;729;2005-11-23 18:18:30.980
82;2417;1010;2005-11-23 20:18:27.903
83;354;398;2005-10-21 14:18:04.483
83;1019;621;2005-10-19 00:33:30.403
83;1438;1589;2005-10-19 14:57:33.200
84;27;621;2005-09-24 15:37:48.670
84;1011;76;2005-09-28 11:27:23.827
84;1019;76;2005-09-27 16:42:11.810
84;1023;1589;2005-09-29 10:36:04.433
84;1438;1589;2005-09-29 10:39:53.107
85;22;149;2005-11-01 22:39:48.467
85;108;506;2005-11-02 21:35:39.670
86;108;506;2006-01-09 22:36:25.590
86;132;440;2006-01-10 13:13:06.467
86;138;177;2006-01-10 09:21:26.090
86;140;153;2006-01-10 09:24:27.793
86;354;398;2006-01-10 13:13:18.640
86;763;1330;2006-01-10 19:50:19.170
86;1045;1056;2006-01-10 15:10:09.123
86;1255;1004;2006-01-09 16:36:17.827
87;1019;453;2006-01-25 15:45:23.467
87;1049;153;2006-01-24 01:03:52.500
88;27;621;2006-03-03 21:30:16.263
88;108;506;2006-03-06 22:34:07.450
88;768;486;2006-03-06 21:01:27.890
88;1255;1004;2006-02-28 13:36:13.233
88;2457;1919;2006-03-08 23:12:14.217
89;79;729;2006-01-05 09:48:34.437
89;93;728;2006-01-05 09:53:34.250
89;1694;345;2006-01-04 21:37:23.250
91;18;452;2006-03-30 16:59:26.920
91;22;149;2006-04-03 22:16:04.077
91;37;1299;2006-03-20 21:18:17.327
91;39;932;2006-03-30 14:59:07.013
91;61;531;2006-04-03 22:44:42.560
91;79;729;2006-04-03 13:13:42.607
91;90;85;2006-04-25 21:45:00.420
91;91;873;2006-04-03 15:11:59.293
91;93;140;2006-04-03 17:27:44.437
91;93;728;2006-04-03 17:26:58.340
91;94;1806;2006-04-03 15:01:35.437
91;108;506;2006-02-17 23:34:30.390
91;121;460;2006-04-03 23:11:54.450
91;129;936;2006-04-04 16:22:09.590
91;132;1848;2006-04-04 23:15:48.263
91;140;153;2006-02-27 11:42:02.560
91;142;46;2006-04-18 22:43:29.717
91;142;220;2006-04-18 22:44:00.280
91;145;803;2006-04-18 02:21:27.530
91;156;692;2006-04-03 13:45:52.373
91;170;1321;2006-03-30 09:39:42.200
91;171;1316;2006-03-05 13:47:45.340
91;360;825;2006-04-03 22:37:28.390
91;361;830;2006-04-03 22:52:06.607
91;482;691;2006-04-03 13:50:10.123
91;505;177;2006-02-27 11:33:28.827
91;510;1004;2006-03-08 22:53:10.780
91;510;1645;2006-03-08 22:53:10.780
91;515;31;2006-04-03 17:52:17.607
91;515;1442;2006-04-03 17:56:34.840
91;658;544;2006-04-03 18:05:18.793
91;763;1330;2006-04-03 19:31:37.873
91;766;1124;2006-02-23 13:49:23.513
91;768;486;2006-03-16 22:14:51.420
91;1014;621;2006-03-23 23:51:10.763
91;1015;621;2006-03-24 00:04:06.750
91;1087;1112;2006-04-03 11:38:58.590
91;1089;491;2006-04-03 00:35:44.513
91;1175;1495;2006-04-04 16:14:35.153
91;1203;1603;2006-03-29 13:26:49.437
91;1272;908;2006-03-11 17:25:42.840
91;1567;1466;2006-04-18 02:12:51.793
91;1615;1543;2006-03-29 14:12:57.467
91;1693;2086;2006-04-19 15:22:03.937
91;1839;128;2006-03-30 11:48:32.373
91;1953;111;2006-04-12 15:23:54.500
91;1953;559;2006-03-31 11:16:18.780
91;1954;1023;2006-02-17 00:23:22.500
91;1954;1153;2006-02-17 00:24:15.403
91;2058;1831;2006-03-17 13:12:38.733
91;2089;1582;2006-04-03 11:19:03.920
91;2241;298;2006-04-03 17:17:44.763
91;2245;1582;2006-04-03 11:06:01.840
91;2579;2012;2006-03-30 13:48:22.403
91;2690;2028;2006-03-31 14:43:26.780
91;2693;1705;2006-04-03 14:28:46.577
91;2697;219;2006-04-03 18:08:13.280
91;2697;1383;2006-04-03 18:08:33.437
91;2792;2042;2006-04-21 14:14:28.903
93;27;621;2006-03-19 15:05:50.403
93;360;822;2006-03-22 16:53:42.733
93;360;825;2006-03-22 16:53:18.717
93;768;486;2006-03-20 22:37:06.500
93;1255;1004;2006-03-22 13:09:14.793
93;2130;1495;2006-03-22 15:13:58.733
95;2071;1793;2006-04-03 23:24:50.060
97;170;1185;2006-11-08 13:02:23.577
97;171;1316;2006-11-08 16:33:54.513
97;1034;398;2006-11-10 11:05:26.170
97;1443;398;2006-11-15 13:56:03.653
98;108;506;2006-10-18 22:43:41.327
98;1014;621;2006-10-19 19:56:03.560
98;1015;621;2006-10-19 19:59:21.000
98;1203;1603;2006-10-16 22:01:09.890
98;1255;1004;2006-10-13 00:28:13.420
98;1955;1785;2006-10-19 18:01:15.890
98;2130;1265;2006-10-18 23:40:40.797
100;1203;1603;2006-11-01 22:35:06.717
100;2840;584;2006-10-27 12:11:25.200
101;108;506;2007-02-01 15:34:52.483
101;1203;1603;2007-02-01 09:22:57.577
101;2840;584;2007-02-15 16:19:36.373
102;132;1848;2007-01-05 11:01:51.873
102;1014;621;2007-01-10 00:28:35.577
102;1015;525;2007-01-10 22:10:05.140
102;1024;177;2007-01-05 09:08:23.123
102;1049;153;2007-01-05 09:11:55.873
102;1255;1004;2007-01-05 18:53:57.153
102;1955;1785;2007-01-10 23:34:23.607
102;2505;2073;2007-01-09 14:25:33.420
102;2792;2042;2007-01-10 22:38:47.343
102;2873;635;2007-01-03 15:05:03.797
105;132;1848;2007-03-20 21:36:00.687
105;361;830;2007-03-14 19:52:39.857
105;1049;153;2007-03-13 18:12:00.000
105;1203;1603;2007-03-20 10:48:42.857
105;1255;1004;2007-03-20 17:05:45.077
105;1616;129;2007-03-21 17:42:11.170
105;1955;1785;2007-03-21 12:38:14.950
105;2505;2073;2007-03-20 18:26:13.047
105;2792;2042;2007-03-13 16:35:22.747
105;2840;584;2007-03-04 21:26:18.360
106;1014;621;2007-02-28 10:36:25.077
106;1255;1004;2007-02-27 09:54:52.560
